dataset,call_id,emotion_true,emotion_pred,confidence,duration,transcript,emotion,split
CREMA-D,call_2024-12-11_agent_01_1772,fear,fear,0.439,2.34,We'll stop at a couple of minutes!,fear,train
CREMA-D,call_2024-12-11_agent_01_1782,fear,neutral,0.35,2.34,The surface is slick.,fear,train
CREMA-D,call_2024-12-11_agent_01_1792,fear,anger,0.405,2.9,That is exactly what happened.,fear,train
CREMA-D,call_2024-12-11_agent_01_1802,fear,fear,0.333,2.94,The airplane is almost full.,fear,test
CREMA-D,call_2024-12-11_agent_01_1812,fear,fear,0.419,3.6,Maybe tomorrow it will be cold.,fear,test
CREMA-D,call_2024-12-11_agent_01_1822,fear,sadness,0.341,3.54,I wonder what this is about.,fear,train
CREMA-D,call_2024-12-11_agent_01_1832,fear,neutral,0.404,3.4,I would like a new alarm clock.,fear,train
CREMA-D,call_2024-12-11_agent_01_1842,fear,fear,0.274,3.17,I think I've seen this before.,fear,train
CREMA-D,call_2024-12-11_agent_01_1852,fear,fear,0.609,2.54,I think I've seen this before.,fear,train
CREMA-D,call_2024-12-11_agent_01_1862,disgust,sadness,0.403,3.0,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_01_1872,disgust,disgust,0.443,2.87,It's 11 o'clock!,disgust,train
CREMA-D,call_2024-12-11_agent_01_1882,disgust,disgust,0.38,2.1,It's alone at clock.,disgust,train
CREMA-D,call_2024-12-11_agent_01_192,anger,anger,0.307,2.3,It's 11 o'clock.,anger,train
CREMA-D,call_2024-12-11_agent_01_1952,disgust,disgust,0.482,1.9,It's 11 o'clock.,disgust,test
CREMA-D,call_2024-12-11_agent_01_1962,disgust,disgust,0.498,2.84,It's 11 o'clock!,disgust,val
CREMA-D,call_2024-12-11_agent_01_1972,disgust,disgust,0.496,2.57,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_01_202,anger,disgust,0.306,2.77,It's 11 o'clock.,anger,train
CREMA-D,call_2024-12-11_agent_01_2052,disgust,sadness,0.513,2.64,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_01_2062,disgust,disgust,0.388,2.7,It's a webinar clock.,disgust,train
CREMA-D,call_2024-12-11_agent_01_2072,disgust,sadness,0.419,1.77,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_01_212,anger,anger,0.43,2.07,It's 11 o'clock.,anger,test
CREMA-D,call_2024-12-11_agent_01_2142,disgust,disgust,0.315,2.2,That exact exactly what happened.,disgust,train
CREMA-D,call_2024-12-11_agent_01_2152,disgust,disgust,0.406,3.2,The airplane is almost full.,disgust,train
CREMA-D,call_2024-12-11_agent_01_2162,disgust,disgust,0.356,4.24,Be with tomorrow it will be cold.,disgust,train
CREMA-D,call_2024-12-11_agent_01_2172,disgust,sadness,0.389,2.94,I wonder what this is about.,disgust,train
CREMA-D,call_2024-12-11_agent_01_2182,disgust,disgust,0.46,2.24,I would like a new alarm,disgust,train
CREMA-D,call_2024-12-11_agent_01_2192,disgust,sadness,0.41,2.24,I think I've seen this before.,disgust,train
CREMA-D,call_2024-12-11_agent_01_2202,disgust,sadness,0.561,4.27,I think I had a doctor at the point.,disgust,test
CREMA-D,call_2024-12-11_agent_01_2212,disgust,neutral,0.249,3.64,I'm on my way to the meeting.,disgust,train
CREMA-D,call_2024-12-11_agent_01_2222,disgust,joy,0.314,2.94,I'm on my way to the meeting.,disgust,val
CREMA-D,call_2024-12-11_agent_01_2232,disgust,fear,0.347,2.74,Amalmoll under the meeting.,disgust,test
CREMA-D,call_2024-12-11_agent_01_282,anger,anger,0.367,3.1,That is exactly what happened.,anger,train
CREMA-D,call_2024-12-11_agent_01_292,anger,joy,0.312,2.5,The airplane is almost full!,anger,train
CREMA-D,call_2024-12-11_agent_01_302,anger,anger,0.631,2.24,Maybe tomorrow it will be cold.,anger,train
CREMA-D,call_2024-12-11_agent_01_312,anger,disgust,0.304,2.37,I wonder what this is about?,anger,test
CREMA-D,call_2024-12-11_agent_01_322,anger,anger,0.607,3.37,I would like a new alarm clock.,anger,train
CREMA-D,call_2024-12-11_agent_01_332,anger,joy,0.338,3.2,I think I've seen this before.,anger,train
CREMA-D,call_2024-12-11_agent_01_342,anger,neutral,0.62,3.44,I think I have a doctor's appointment.,anger,train
CREMA-D,call_2024-12-11_agent_01_352,anger,fear,0.296,3.67,I'm on my way to the meeting.,anger,train
CREMA-D,call_2024-12-11_agent_01_362,anger,anger,0.831,2.84,I'm on my way to the meeting!,anger,test
CREMA-D,call_2024-12-11_agent_01_372,anger,anger,0.319,2.6,I'm on my way to the meeting.,anger,train
CREMA-D,call_2024-12-11_agent_01_752,sadness,neutral,0.311,3.27,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_01_762,sadness,neutral,0.505,3.84,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_01_772,sadness,sadness,0.594,2.67,It's almost an o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_01_842,sadness,sadness,0.739,2.44,It's 11 o'clock.,sadness,test
CREMA-D,call_2024-12-11_agent_01_852,sadness,sadness,0.672,1.8,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_01_862,sadness,sadness,0.706,2.47,It's a lovely car.,sadness,test
CREMA-D,call_2024-12-11_agent_01_932,sadness,sadness,0.702,1.84,It's a lot of work.,sadness,train
CREMA-D,call_2024-12-11_agent_01_942,sadness,sadness,0.418,2.34,It's so lovely and dark.,sadness,train
CREMA-D,call_2024-12-11_agent_01_952,sadness,sadness,0.59,2.2,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_02_032,anger,anger,0.84,2.77,It's a level of clock!,anger,train
CREMA-D,call_2024-12-11_agent_02_042,anger,anger,0.624,2.54,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-11_agent_02_052,anger,anger,0.785,3.14,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-11_agent_02_122,anger,anger,0.59,1.97,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-11_agent_02_132,anger,anger,0.594,2.2,It's eleven o'clock,anger,train
CREMA-D,call_2024-12-11_agent_02_142,anger,anger,0.495,1.8,It's 11 o'clock.,anger,train
CREMA-D,call_2024-12-11_agent_02_1482,neutral,neutral,0.363,2.47,That is exactly what happened.,neutral,train
CREMA-D,call_2024-12-11_agent_02_1522,fear,anger,0.397,1.63,It's 11 o'clock!,fear,train
CREMA-D,call_2024-12-11_agent_02_1532,fear,fear,0.384,2.57,It's eleven o'clock!,fear,train
CREMA-D,call_2024-12-11_agent_02_1542,fear,fear,0.52,2.37,It's 11 o'clock!,fear,train
CREMA-D,call_2024-12-11_agent_02_1612,fear,joy,0.318,2.0,It's 11 o'clock.,fear,val
CREMA-D,call_2024-12-11_agent_02_1622,fear,neutral,0.23,2.27,It's 11 o'clock,fear,train
CREMA-D,call_2024-12-11_agent_02_1632,fear,fear,0.546,2.1,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_02_1702,fear,fear,0.562,1.77,"So, on the clock.",fear,train
CREMA-D,call_2024-12-11_agent_02_1712,fear,neutral,0.33,2.5,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_02_1722,fear,fear,0.407,2.97,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_02_1892,disgust,joy,0.339,3.54,It's a livin' o'clock.,disgust,test
CREMA-D,call_2024-12-11_agent_02_1902,disgust,disgust,0.368,2.07,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_02_1912,disgust,disgust,0.586,2.87,time of it. It's 11 o'clock.,disgust,test
CREMA-D,call_2024-12-11_agent_02_1982,disgust,disgust,0.44,2.27,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_02_1992,disgust,disgust,0.44,2.57,It's eleven o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_02_2002,disgust,neutral,0.273,2.57,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_02_2082,disgust,sadness,0.403,1.87,It's 11 o'clock.,disgust,val
CREMA-D,call_2024-12-11_agent_02_2092,disgust,disgust,0.555,1.94,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_02_2102,disgust,disgust,0.488,2.4,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_02_222,anger,joy,0.28,2.04,It's 11 o'clock.,anger,val
CREMA-D,call_2024-12-11_agent_02_232,anger,anger,0.585,1.6,It's 11 o'clock!,anger,val
CREMA-D,call_2024-12-11_agent_02_242,anger,anger,0.469,1.84,It's 11 o'clock.,anger,train
CREMA-D,call_2024-12-11_agent_02_782,sadness,sadness,0.388,2.8,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_02_792,sadness,sadness,0.666,2.47,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_02_802,sadness,disgust,0.27,2.87,It's eleven o'clock!,sadness,train
CREMA-D,call_2024-12-11_agent_02_872,sadness,sadness,0.649,2.07,It's 11 o'clock.,sadness,test
CREMA-D,call_2024-12-11_agent_02_882,sadness,sadness,0.844,2.2,So we'll have to go back.,sadness,train
CREMA-D,call_2024-12-11_agent_02_892,sadness,sadness,0.629,2.27,It's a lovely clock.,sadness,train
CREMA-D,call_2024-12-11_agent_02_962,sadness,disgust,0.303,2.9,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_02_972,sadness,sadness,0.697,1.9,It's a little bit long.,sadness,train
CREMA-D,call_2024-12-11_agent_02_982,sadness,sadness,0.487,2.1,Don't you love me like that?,sadness,train
CREMA-D,call_2024-12-11_agent_03_062,anger,anger,0.627,2.37,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-11_agent_03_072,anger,anger,0.777,2.3,It's 11 o'clock!,anger,test
CREMA-D,call_2024-12-11_agent_03_082,anger,anger,0.869,2.74,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-11_agent_03_1002,sadness,sadness,0.729,1.97,It's a little bit of clock.,sadness,train
CREMA-D,call_2024-12-11_agent_03_1012,sadness,sadness,0.752,2.28,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_03_152,anger,anger,0.577,2.37,It's 11 o'clock.,anger,train
CREMA-D,call_2024-12-11_agent_03_1552,fear,anger,0.367,2.94,It's a lot of work!,fear,train
CREMA-D,call_2024-12-11_agent_03_1562,fear,anger,0.437,2.34,It's eleven o'clock!,fear,test
CREMA-D,call_2024-12-11_agent_03_1572,fear,fear,0.455,2.24,It's eleven o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_03_162,anger,anger,0.627,1.74,It's 11 o'clock.,anger,test
CREMA-D,call_2024-12-11_agent_03_1642,fear,fear,0.456,2.37,It's at that time of the clock.,fear,train
CREMA-D,call_2024-12-11_agent_03_1652,fear,fear,0.405,2.0,Till 11 o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_03_1662,fear,sadness,0.586,2.44,It's eleven o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_03_172,anger,anger,0.402,2.6,It's 11 o'clock.,anger,val
CREMA-D,call_2024-12-11_agent_03_1732,fear,fear,0.335,2.07,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_03_1742,fear,fear,0.383,2.14,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_03_1752,fear,fear,0.359,2.07,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-11_agent_03_182,anger,fear,0.376,2.34,It's 11 o'clock.,anger,train
CREMA-D,call_2024-12-11_agent_03_1922,disgust,disgust,0.503,2.2,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_03_1932,disgust,disgust,0.328,2.57,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_03_1942,disgust,joy,0.321,2.04,It's 11 o'clock.,disgust,val
CREMA-D,call_2024-12-11_agent_03_2012,disgust,disgust,0.51,2.27,So lemma like clock.,disgust,train
CREMA-D,call_2024-12-11_agent_03_2022,disgust,disgust,0.339,2.04,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_03_2032,disgust,disgust,0.544,2.2,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_03_2042,disgust,joy,0.402,2.5,It's 11 o'clock!,disgust,train
CREMA-D,call_2024-12-11_agent_03_2112,disgust,disgust,0.495,2.44,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_03_2122,disgust,disgust,0.429,2.67,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_03_2132,disgust,sadness,0.294,1.87,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-11_agent_03_252,anger,anger,0.639,1.84,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-11_agent_03_262,anger,anger,0.306,2.34,11 o'clock.,anger,train
CREMA-D,call_2024-12-11_agent_03_272,anger,anger,0.512,2.57,It's 11 o'clock.,anger,train
CREMA-D,call_2024-12-11_agent_03_812,sadness,sadness,0.83,4.07,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_03_822,sadness,neutral,0.311,2.28,It's eleven o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_03_832,sadness,sadness,0.681,2.5,That's what I'm going to come on.,sadness,train
CREMA-D,call_2024-12-11_agent_03_902,sadness,sadness,0.401,2.77,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_03_912,sadness,sadness,0.589,2.64,to live in a clock.,sadness,train
CREMA-D,call_2024-12-11_agent_03_922,sadness,sadness,0.669,2.84,It's 11 o'clock.,sadness,train
CREMA-D,call_2024-12-11_agent_03_992,sadness,sadness,0.426,2.37,It's a lot of the clock.,sadness,train
CREMA-D,call_2024-12-12_agent_01_003,anger,anger,0.488,2.57,It's eleven o'clock!,anger,train
CREMA-D,call_2024-12-12_agent_01_013,anger,anger,0.81,2.94,It's eleven o'clock!,anger,train
CREMA-D,call_2024-12-12_agent_01_023,anger,anger,0.799,2.04,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-12_agent_01_093,anger,anger,0.69,2.77,It's 11 o'clock.,anger,train
CREMA-D,call_2024-12-12_agent_01_1023,sadness,sadness,0.311,2.04,I wonder what this is about.,sadness,test
CREMA-D,call_2024-12-12_agent_01_103,anger,anger,0.382,2.27,It's 11 o'clock.,anger,test
CREMA-D,call_2024-12-12_agent_01_1033,sadness,sadness,0.407,2.7,I would like a new alarm clock.,sadness,train
CREMA-D,call_2024-12-12_agent_01_1043,sadness,sadness,0.538,3.5,I think I've seen this before.,sadness,train
CREMA-D,call_2024-12-12_agent_01_1053,sadness,sadness,0.648,3.54,I think they have a doctor's appointment.,sadness,train
CREMA-D,call_2024-12-12_agent_01_1063,sadness,sadness,0.739,3.0,I'm on my way to the meeting.,sadness,train
CREMA-D,call_2024-12-12_agent_01_1073,sadness,fear,0.285,2.67,Don't forget a jackpot.,sadness,test
CREMA-D,call_2024-12-12_agent_01_1083,sadness,sadness,0.404,3.9,We'll up in a couple of minutes.,sadness,test
CREMA-D,call_2024-12-12_agent_01_1093,sadness,sadness,0.591,3.14,The surface is sleek.,sadness,train
CREMA-D,call_2024-12-12_agent_01_1103,sadness,fear,0.256,4.7,That is exactly what happened.,sadness,test
CREMA-D,call_2024-12-12_agent_01_1113,sadness,neutral,0.318,2.5,The surface is slick.,sadness,train
CREMA-D,call_2024-12-12_agent_01_1123,neutral,neutral,0.404,2.27,I wonder what this is about.,neutral,train
CREMA-D,call_2024-12-12_agent_01_113,anger,anger,0.586,2.5,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-12_agent_01_1133,neutral,neutral,0.452,2.34,I think I've seen this before.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1143,neutral,neutral,0.445,4.04,I think I have a doctor's appointment.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1153,neutral,neutral,0.546,2.34,It's 11 o'clock.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1163,neutral,neutral,0.516,3.24,We'll stop in a couple of minutes.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1173,neutral,neutral,0.473,2.87,That is exactly what happened.,neutral,val
CREMA-D,call_2024-12-12_agent_01_1183,neutral,neutral,0.849,4.07,Maybe tomorrow it will be cold.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1193,neutral,neutral,0.813,3.07,I would like a new alarm clock.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1203,neutral,joy,0.35,3.1,I think I have a doctor's appointment.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1213,neutral,neutral,0.488,2.17,I'm on my way to the meeting.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1223,neutral,neutral,0.382,2.27,It's 11 o'clock.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1233,neutral,neutral,0.439,2.57,We'll stop in a couple of minutes.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1243,neutral,neutral,0.557,2.28,That is exactly what happened.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1253,neutral,neutral,0.494,2.5,Maybe tomorrow it will be cold.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1263,neutral,neutral,0.807,2.34,I would like a new alarm clock.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1273,neutral,disgust,0.305,2.67,I think I have a doctor's appointment.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1283,neutral,neutral,0.61,2.14,It's 11 o'clock.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1293,neutral,neutral,0.616,2.74,We'll stop in a couple of minutes.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1303,neutral,neutral,0.398,2.64,That is exactly what happened.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1313,neutral,neutral,0.909,1.94,Maybe tomorrow it will be cold.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1323,neutral,neutral,0.794,2.0,I would like a new alarm clock.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1333,neutral,neutral,0.445,1.77,I think I've seen this before.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1343,neutral,neutral,0.817,1.97,I'm on my way to the meeting.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1353,neutral,fear,0.396,2.6,Don't forget a jacket.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1363,neutral,neutral,0.26,2.47,The surface is slick.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1373,neutral,neutral,0.423,2.34,The airplane is almost full.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1383,neutral,neutral,0.434,1.77,I wonder what this is about?,neutral,train
CREMA-D,call_2024-12-12_agent_01_1393,neutral,neutral,0.57,1.77,I think I've seen this before.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1403,neutral,neutral,0.682,1.9,I'm on my way to the meeting.,neutral,test
CREMA-D,call_2024-12-12_agent_01_1413,neutral,neutral,0.36,1.8,Don't forget a jacket.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1423,neutral,neutral,0.32,2.67,The surface is slick.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1433,neutral,neutral,0.578,2.34,The airplane is almost full.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1443,neutral,neutral,0.483,2.57,I wonder what this is about.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1453,neutral,neutral,0.375,1.9,I think I've seen this before.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1463,neutral,neutral,0.481,2.54,I'm on my way to the meeting.,neutral,train
CREMA-D,call_2024-12-12_agent_01_1493,fear,anger,0.409,2.4,11 o'clock!,fear,train
CREMA-D,call_2024-12-12_agent_01_1503,fear,anger,0.496,2.2,It's 11 o'clock!,fear,train
CREMA-D,call_2024-12-12_agent_01_1513,fear,fear,0.273,2.34,It's over the clock!,fear,train
CREMA-D,call_2024-12-12_agent_01_1583,fear,fear,0.328,2.77,It's 11 o'clock.,fear,val
CREMA-D,call_2024-12-12_agent_01_1593,fear,fear,0.385,2.7,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-12_agent_01_1603,fear,fear,0.422,2.9,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-12_agent_01_1673,fear,sadness,0.455,2.57,It's eleven o'clock.,fear,train
CREMA-D,call_2024-12-12_agent_01_1683,fear,sadness,0.554,2.57,12 o'clock.,fear,train
CREMA-D,call_2024-12-12_agent_01_1693,fear,joy,0.398,1.4,It's 11 o'clock.,fear,train
CREMA-D,call_2024-12-12_agent_01_1763,fear,fear,0.494,2.84,I'm on my way to the meeting.,fear,train
CREMA-D,call_2024-12-12_agent_01_1773,fear,fear,0.364,2.74,Don't forget a jacket.,fear,train
CREMA-D,call_2024-12-12_agent_01_1783,fear,neutral,0.416,2.5,We'll stop in a couple of minutes.,fear,train
CREMA-D,call_2024-12-12_agent_01_1793,fear,fear,0.305,3.24,The surface is slick.,fear,test
CREMA-D,call_2024-12-12_agent_01_1803,fear,neutral,0.3,2.77,That is exactly what happened.,fear,val
CREMA-D,call_2024-12-12_agent_01_1813,fear,fear,0.427,2.54,The airplane is almost full.,fear,train
CREMA-D,call_2024-12-12_agent_01_1823,fear,neutral,0.406,4.54,Maybe tomorrow it will be cold.,fear,train
CREMA-D,call_2024-12-12_agent_01_183,anger,disgust,0.23,2.07,There's a little bit of clock.,anger,test
CREMA-D,call_2024-12-12_agent_01_1833,fear,fear,0.663,2.24,I wonder what this is about.,fear,train
CREMA-D,call_2024-12-12_agent_01_1843,fear,anger,0.376,3.3,I would like a new alarm clock.,fear,train
CREMA-D,call_2024-12-12_agent_01_1853,fear,anger,0.525,2.44,I would like to know a long clock!,fear,train
CREMA-D,call_2024-12-12_agent_01_1863,disgust,disgust,0.399,3.17,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-12_agent_01_1873,disgust,neutral,0.286,3.1,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-12_agent_01_1883,disgust,disgust,0.431,2.57,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-12_agent_01_193,anger,anger,0.379,3.04,It's 11 o'clock!,anger,train
CREMA-D,call_2024-12-12_agent_01_1953,disgust,disgust,0.407,2.6,It's 11 o'clock!,disgust,train
CREMA-D,call_2024-12-12_agent_01_1963,disgust,disgust,0.384,2.74,It's eleven o'clock!,disgust,train
CREMA-D,call_2024-12-12_agent_01_1973,disgust,disgust,0.328,2.34,It's the love of the clock.,disgust,train
CREMA-D,call_2024-12-12_agent_01_203,anger,neutral,0.286,2.47,It's 11 o'clock,anger,test
CREMA-D,call_2024-12-12_agent_01_2043,disgust,disgust,0.433,2.0,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-12_agent_01_2053,disgust,neutral,0.5,2.77,It's 11 o'clock.,disgust,train
CREMA-D,call_2024-12-12_agent_01_2063,disgust,disgust,0.449,2.27,It's a level clock.,disgust,test
